date,country,traffic_channel,device_type,platform,visits,session_duration,no_of_customers,impressions,views,wishlist_adds,cart_adds,items_purchased
2024-08-03,Ireland,Social,Mobile Web,Android,4,4.25,3,5272,209,8,5,1
2024-06-01,Germany,CRM,Mobile,Android,7,3.94,4,4309,1059,26,88,19
2024-02-07,Ireland,Organic,Desktop,Android,6,3.07,2,9446,1671,44,132,30
2025-08-24,United Kingdom,Organic,Desktop,Android,3,7.13,1,6367,1448,44,90,25
2024-04-20,United Kingdom,Direct,Desktop,iOS,3,7.98,1,5289,1332,18,129,51
2024-06-01,Italy,Direct,Mobile Web,iOS,4,4.16,2,7496,1383,30,122,22
2024-10-16,Ireland,Referral,Mobile,Others,10,2.34,2,4213,369,8,26,3
2024-11-23,France,Organic,Mobile Web,iOS,7,4.73,6,1460,245,7,13,3
2025-05-08,Spain,Referral,Mobile,Android,6,1.12,2,1868,177,2,12,1
2024-05-05,Italy,Social,Desktop,Android,1,4.24,1,2572,127,2,5,1
2025-07-19,Ireland,Social,Desktop,Android,6,3.3,6,7824,386,9,10,1
2024-11-05,Ireland,CRM,Desktop,iOS,5,4.73,5,9747,2698,74,324,127
2025-04-29,Ireland,Organic,Desktop,Others,6,7.26,2,6409,1011,22,71,16
2025-01-07,Ireland,Referral,Desktop,iOS,7,6.78,1,5115,637,10,61,5
2024-07-15,Germany,Organic,Desktop,iOS,3,6.13,2,7865,1663,36,143,33
2024-02-20,France,Paid,Mobile,iOS,4,3.95,1,7021,692,8,54,9
2024-09-15,United Kingdom,Paid,Mobile Web,iOS,7,3.79,7,7071,702,25,53,6
2025-05-24,Italy,Paid,Desktop,iOS,2,4.85,1,2290,223,7,10,2
2025-02-11,Italy,CRM,Mobile Web,Android,7,4.36,6,8678,1777,26,117,32
2024-11-27,Ireland,Paid,Mobile,Android,7,4.92,7,3493,288,9,15,2
2024-11-30,Italy,Paid,Mobile,iOS,6,5.9,2,5131,478,18,16,2
2024-11-18,Ireland,Direct,Mobile,Android,8,5.59,7,6559,993,36,76,18
2024-07-07,Spain,Organic,Mobile,Android,6,4.21,6,3992,490,8,39,3
2024-09-13,United Kingdom,Paid,Tablet,iOS,2,3.74,1,4114,457,9,30,6
2025-05-13,Italy,Organic,Desktop,Android,2,4.13,1,2397,350,8,28,2
2024-02-13,France,Social,Desktop,Android,7,3.89,2,6353,380,2,16,2
2025-06-09,Germany,Paid,Mobile Web,iOS,5,2.1,2,5414,573,5,34,6
2024-10-11,Spain,Paid,Desktop,iOS,3,5.31,2,5606,462,8,33,7
2024-07-03,Germany,Organic,Mobile,Android,7,6.22,6,10521,1596,35,125,20
2024-01-10,Italy,Paid,Mobile Web,iOS,5,3.52,1,6457,574,16,27,6
2024-12-17,Ireland,Referral,Tablet,Android,2,4.46,2,3305,343,7,17,0
2024-12-11,Spain,Referral,Desktop,Android,5,4.86,3,10827,1037,13,67,18
2025-05-09,United Kingdom,Paid,Desktop,iOS,5,6.25,1,9780,1051,18,85,19
2024-08-04,Spain,Organic,Mobile Web,Others,2,6.99,1,10696,1464,25,75,8
2025-06-01,Germany,Organic,Desktop,iOS,1,7.93,1,8139,1909,20,222,66
2025-06-25,France,Organic,Mobile,Android,2,5.69,2,6312,790,16,54,12
2025-03-21,Spain,Organic,Mobile,Android,4,5.16,2,7507,1177,21,88,12
2025-04-10,Ireland,Organic,Mobile Web,Android,2,4.24,1,6437,846,15,41,8
2025-07-05,Ireland,Paid,Desktop,Android,2,5.66,2,10524,985,36,51,9
2024-10-18,Italy,Social,Mobile,iOS,3,4.0,1,1496,72,1,3,0
2025-02-21,France,Organic,Mobile,iOS,2,8.89,1,10363,1800,45,135,26
2024-03-05,Spain,Direct,Mobile,Android,6,6.66,6,1154,173,2,7,2
2025-04-19,Italy,CRM,Desktop,Others,8,7.97,7,3610,735,16,81,16
2024-08-24,Spain,Organic,Desktop,iOS,3,5.44,3,9582,1662,33,156,31
2024-08-16,France,Organic,Desktop,iOS,6,11.39,5,936,180,3,20,4
2024-11-03,Italy,Referral,Desktop,Android,1,3.9,1,7369,744,18,57,12
2024-08-22,Ireland,Organic,Desktop,Android,5,3.05,1,3810,547,8,42,8
2024-09-17,Ireland,Organic,Mobile,iOS,3,2.45,3,7437,1264,20,89,18
2024-01-05,Italy,Organic,Mobile,iOS,4,3.96,3,3981,512,16,42,8
2024-02-11,Spain,Organic,Mobile,Android,5,5.02,2,3172,445,6,22,7
2024-09-01,Germany,Paid,Desktop,iOS,3,4.07,2,4650,520,13,30,2
2025-03-16,Italy,Direct,Desktop,Android,5,6.68,1,4023,767,9,64,20
2024-10-07,United Kingdom,Organic,Mobile Web,Android,8,6.32,2,2988,476,13,47,13
2024-01-17,Spain,Paid,Desktop,Android,4,3.24,4,8709,810,16,40,7
2025-09-06,Spain,Referral,Desktop,Android,5,4.6,3,3729,440,11,20,5
2025-05-23,Ireland,Social,Mobile,Android,4,3.75,1,6987,323,6,10,1
2025-06-30,Spain,Direct,Desktop,Android,1,9.6,1,5725,1297,17,123,33
2024-10-21,Ireland,Paid,Mobile,Android,6,4.74,5,2624,191,3,7,1
2024-08-28,United Kingdom,Paid,Mobile,Android,7,5.83,7,1593,155,1,11,3
2024-12-02,Italy,Organic,Mobile,iOS,7,4.31,5,1214,207,3,16,1
2024-01-15,Germany,Organic,Desktop,iOS,4,7.98,2,8991,2096,23,245,73
2024-03-22,Ireland,Organic,Desktop,iOS,4,6.06,4,8437,1437,24,103,29
2024-09-08,France,Organic,Desktop,Android,7,5.04,6,3985,765,9,65,15
2024-04-11,Italy,CRM,Mobile Web,iOS,8,4.42,1,6947,1540,34,127,39
2024-09-21,Germany,Organic,Mobile Web,Others,6,6.21,6,7098,967,8,63,9
2024-09-20,Germany,Paid,Tablet,iOS,9,5.34,5,3818,437,11,29,8
2025-03-12,Italy,Referral,Mobile Web,iOS,3,4.06,1,2766,299,2,17,3
2024-06-16,Germany,Organic,Mobile,Android,6,7.16,6,7457,1158,11,83,21
2024-10-22,France,Organic,Mobile Web,iOS,2,4.68,1,1984,331,3,19,5
2025-07-15,France,Direct,Mobile,Android,6,4.82,5,6938,1080,36,88,19
2024-03-19,Ireland,CRM,Desktop,Android,2,4.93,1,7383,1598,37,153,44
2024-01-04,Germany,Paid,Desktop,iOS,6,4.13,1,10283,1235,25,71,17
2024-10-03,Germany,CRM,Desktop,iOS,8,7.15,2,1250,304,5,42,17
2025-04-07,Germany,Paid,Desktop,Android,4,5.81,1,7263,786,21,55,14
2025-05-27,France,Referral,Mobile,Android,9,1.98,2,2939,332,6,20,5
2025-06-07,Spain,Paid,Desktop,iOS,4,4.88,4,2539,291,7,23,5
2025-09-21,United Kingdom,Paid,Mobile,Android,3,3.04,2,3872,391,5,29,2
2024-12-30,France,Paid,Tablet,iOS,1,5.52,1,10352,897,11,59,8
2024-06-29,United Kingdom,Social,Mobile,Android,5,4.1,3,4114,241,9,3,0
2025-07-12,Italy,Referral,Mobile,Android,5,2.08,2,3348,327,3,21,4
2025-09-27,France,Paid,Mobile,Others,2,3.52,1,3036,192,6,8,2
2024-06-15,United Kingdom,Direct,Mobile Web,iOS,3,6.04,1,6277,1178,17,106,29
2024-06-13,Germany,CRM,Desktop,Android,6,7.27,3,6643,2093,53,229,81
2025-07-01,Spain,Paid,Desktop,iOS,6,3.85,6,8462,761,16,44,2
2025-10-08,Germany,Organic,Desktop,Android,4,4.04,4,2115,359,6,36,9
2024-12-14,France,CRM,Mobile,iOS,4,4.22,1,5106,993,13,80,26
2024-04-16,Italy,Paid,Mobile,iOS,3,3.48,2,3193,265,5,14,4
2024-08-05,Spain,Paid,Tablet,Android,6,5.19,4,1702,121,3,6,1
2025-09-27,Germany,Organic,Desktop,Android,4,8.52,2,3465,575,8,39,9
2025-08-23,Ireland,Referral,Tablet,Android,7,4.91,4,9970,1222,15,71,14
2024-08-20,Ireland,Paid,Mobile,Android,5,3.28,1,1512,135,7,3,0
2025-07-24,Ireland,Organic,Desktop,Android,5,8.01,4,3480,739,9,74,23
2024-11-25,Italy,Organic,Desktop,iOS,2,6.92,2,8848,1487,34,142,42
2024-07-22,Ireland,Organic,Mobile,iOS,7,6.09,3,7994,1031,21,78,10
2025-04-08,United Kingdom,Organic,Mobile Web,Android,5,3.47,1,7818,1183,25,74,17
2025-08-07,Germany,Paid,Mobile,Android,6,6.05,1,3770,365,6,21,2
2025-01-16,France,Direct,Mobile,Android,5,3.85,1,6686,1271,27,98,16
2025-03-01,Ireland,CRM,Mobile,Android,10,5.12,6,1172,217,2,15,5
2024-01-08,Ireland,Organic,Desktop,Android,7,7.48,7,6995,1194,29,91,27
2024-03-28,France,Direct,Mobile,iOS,6,6.12,4,7171,1353,23,108,27
2025-08-31,Germany,Paid,Mobile,Android,8,2.9,2,1279,106,3,3,0
2024-04-29,Spain,Referral,Mobile,iOS,5,3.51,5,3665,341,9,29,3
2025-04-29,Spain,CRM,Desktop,Android,4,4.29,2,10153,2135,38,223,60
2024-05-02,Italy,Paid,Desktop,iOS,4,8.07,3,2523,282,5,13,4
2025-10-15,Spain,Social,Desktop,Android,5,3.76,1,6540,321,9,13,3
2024-11-15,France,Direct,Desktop,Android,3,8.96,1,2318,518,12,36,14
2024-10-27,Spain,Social,Desktop,iOS,5,3.79,4,4802,272,7,10,3
2024-02-26,United Kingdom,Paid,Mobile,Android,2,2.8,1,1773,156,4,7,2
2024-05-20,France,Paid,Desktop,iOS,11,3.95,11,7706,791,8,62,12
2025-01-23,Ireland,Organic,Mobile,Android,5,3.14,3,1057,133,3,5,1
2024-12-14,Germany,Organic,Mobile,Android,4,2.68,3,4907,845,28,45,13
2025-06-27,Italy,Organic,Tablet,iOS,7,8.44,1,6109,1062,25,104,33
2025-05-25,France,Direct,Mobile,iOS,3,9.87,1,2326,427,9,38,9
2024-11-03,France,Organic,Mobile Web,iOS,7,6.62,6,6690,975,13,59,14
2024-01-27,Italy,Organic,Mobile Web,Others,3,6.24,1,2001,271,4,11,4
2024-07-08,France,Paid,Tablet,iOS,6,4.71,3,6825,601,17,45,10
2024-05-20,Ireland,Social,Desktop,Android,6,3.1,1,1576,112,0,3,0
2025-01-06,Spain,Organic,Tablet,iOS,9,1.48,2,9104,1428,20,108,27
2024-09-27,United Kingdom,Paid,Tablet,Android,3,8.09,1,9557,955,15,59,10
2024-05-06,France,Direct,Mobile,Android,10,6.94,6,7492,1170,35,80,14
2025-08-19,Germany,Organic,Desktop,iOS,2,6.88,1,2442,492,11,37,10
2024-02-20,United Kingdom,Social,Mobile,iOS,7,4.68,2,2813,194,5,5,1
2025-07-17,France,Social,Desktop,Android,3,2.52,2,3507,187,2,4,0
2025-07-16,Spain,Direct,Mobile,Android,6,4.36,1,4082,675,6,28,6
2025-07-13,Spain,Social,Desktop,iOS,3,4.15,3,1768,113,2,7,2
2024-04-12,France,Paid,Desktop,Android,2,7.0,2,2864,291,3,12,2
2024-11-15,Italy,Organic,Mobile Web,Android,4,5.57,1,2817,343,10,22,1
2024-12-07,Italy,Social,Mobile Web,iOS,8,3.6,2,2170,91,4,1,0
2024-02-23,France,Organic,Mobile Web,Android,6,9.05,6,6334,865,19,53,14
2024-04-06,Germany,Organic,Desktop,Android,5,6.42,1,3866,646,22,57,15
2024-04-19,Spain,Referral,Tablet,Android,4,3.91,1,5993,687,22,29,2
2025-04-25,Italy,Paid,Tablet,iOS,4,4.74,1,8332,681,11,43,6
2025-07-08,France,Social,Desktop,Android,6,2.58,4,3246,210,3,10,2
2024-06-11,United Kingdom,CRM,Mobile Web,Android,5,4.84,3,10173,2297,29,179,52
2024-09-10,Spain,Direct,Mobile Web,Android,3,5.44,3,5768,1059,27,44,9
2024-06-21,United Kingdom,Referral,Mobile Web,Android,6,4.48,3,7147,924,25,50,3
2025-10-07,Germany,CRM,Tablet,Android,4,4.06,1,7778,1759,46,173,52
2024-08-11,United Kingdom,Paid,Tablet,Others,5,6.98,4,890,79,5,10,1
2024-05-09,Ireland,Organic,Mobile,iOS,3,2.33,3,3777,636,10,46,9
2024-09-01,Germany,Social,Tablet,Android,5,2.74,5,6382,406,10,18,1
2025-06-19,Italy,Organic,Mobile,Android,7,5.97,1,1643,196,5,17,2
2024-07-11,France,Organic,Tablet,Android,6,6.6,5,5978,875,13,74,20
2024-08-31,Italy,Organic,Mobile Web,Android,6,4.61,5,7700,946,35,39,6
2024-08-04,United Kingdom,Social,Desktop,Android,6,4.12,4,2491,174,2,8,3
2024-07-16,Spain,Organic,Desktop,iOS,4,11.43,4,1528,261,12,17,4
2024-12-18,Spain,Referral,Mobile,Others,5,2.47,3,3357,235,2,2,0
2025-08-27,Germany,Social,Desktop,Android,2,3.15,2,10427,627,22,29,3
2024-10-21,Italy,Paid,Mobile,Android,6,3.06,5,3798,308,11,10,2
2025-09-23,France,Organic,Mobile Web,Others,6,5.62,2,5244,692,6,33,5
2024-09-18,United Kingdom,Organic,Desktop,iOS,5,6.03,4,7470,1920,26,195,78
2025-05-24,Ireland,Referral,Desktop,Android,5,4.24,5,3683,425,7,21,2
2025-02-19,United Kingdom,Social,Tablet,iOS,8,4.7,2,8774,564,8,30,7
2024-09-16,Spain,Organic,Desktop,iOS,9,6.26,4,7031,1141,16,90,24
2025-08-13,Ireland,Organic,Mobile Web,iOS,2,6.36,1,4314,703,34,50,9
2025-08-17,Germany,Social,Desktop,Android,3,4.12,3,851,55,1,4,1
2024-09-11,United Kingdom,Organic,Desktop,iOS,3,6.91,3,6017,1228,42,138,46
2024-08-24,Germany,Referral,Tablet,Android,4,4.4,1,1571,159,3,12,2
2024-02-17,Germany,Paid,Mobile,Others,6,3.68,6,3672,312,2,16,3
2025-02-08,Ireland,Paid,Mobile,Android,6,3.88,1,5843,435,10,25,3
2024-10-10,Germany,Paid,Mobile Web,Android,6,5.06,2,6431,625,16,33,5
2024-01-03,United Kingdom,Paid,Mobile,iOS,3,6.5,3,4739,495,5,30,4
2024-04-23,Ireland,Direct,Mobile,Android,1,3.78,1,5413,847,13,45,14
2025-02-27,Ireland,CRM,Mobile,Android,7,6.01,1,9974,1774,10,141,31
2024-07-30,United Kingdom,Paid,Desktop,iOS,3,8.02,2,1361,159,0,9,2
2024-05-30,Italy,Paid,Desktop,iOS,2,4.4,1,6483,619,17,41,7
2024-05-06,Ireland,Paid,Mobile,Android,7,2.39,6,7142,627,13,31,5
2025-02-24,France,Paid,Desktop,Android,4,5.7,3,1805,171,1,4,0
2025-06-15,Italy,Paid,Mobile,iOS,3,3.77,3,5682,541,7,32,9
2025-03-30,Ireland,Social,Mobile,Android,4,2.66,3,10467,463,12,12,0
2025-10-12,Ireland,Paid,Mobile,Android,1,4.79,1,4570,293,7,8,1
2025-02-02,Germany,Social,Mobile Web,Android,1,2.69,1,8259,451,4,14,3
2024-09-05,France,Paid,Tablet,Android,8,3.4,4,5560,555,12,41,5
2024-10-07,Italy,Organic,Mobile,iOS,4,9.64,4,10570,1756,42,129,30
2024-09-15,Italy,Social,Mobile,iOS,6,2.76,1,5533,309,5,12,1
2025-04-19,United Kingdom,Organic,Tablet,iOS,5,5.74,4,9293,2232,57,184,64
2024-03-02,Germany,Organic,Mobile Web,Android,3,6.88,1,3471,499,5,24,6
2025-06-20,Ireland,Paid,Mobile,iOS,2,7.11,2,6058,594,10,29,2
2025-02-27,France,Paid,Desktop,Android,4,4.16,2,2315,217,1,9,0
2024-05-24,United Kingdom,CRM,Desktop,Android,2,4.06,2,3573,1096,19,134,52
2024-06-30,France,Referral,Mobile,Others,7,2.49,3,1702,151,7,9,1
2025-04-29,Italy,Organic,Desktop,Android,5,8.01,1,5911,1031,20,73,20
2025-08-23,Spain,CRM,Mobile,Android,6,5.1,1,8613,1549,24,110,30
2024-11-06,Italy,Paid,Tablet,Android,5,4.3,3,4334,370,7,18,2
2025-04-05,Ireland,Referral,Desktop,Android,6,4.26,2,5179,664,14,58,9
2025-05-03,Germany,Referral,Tablet,Android,5,4.09,3,1429,186,3,12,1
2024-06-13,Italy,Referral,Mobile Web,Android,11,5.79,5,2473,232,7,11,3
2025-03-24,Italy,Paid,Mobile,Android,8,2.41,4,6698,489,15,26,3
2024-08-28,Germany,Paid,Mobile,iOS,5,4.46,1,2443,246,3,18,3
2025-01-28,Ireland,Social,Mobile Web,Android,5,2.3,4,3140,131,4,5,0
2024-04-22,Germany,Social,Desktop,iOS,4,1.92,2,1837,158,0,4,1
2025-06-18,France,Organic,Desktop,Android,5,6.94,3,7749,1486,23,97,24
2024-04-11,France,Organic,Desktop,Android,3,7.25,3,5096,818,19,72,14
2025-02-17,France,Referral,Mobile Web,Android,2,2.59,2,3546,332,4,23,6
2025-08-03,United Kingdom,Social,Mobile,iOS,8,2.11,2,9364,642,4,9,2
2024-10-16,United Kingdom,Referral,Mobile,iOS,7,4.96,2,4440,526,15,29,6
2025-07-23,France,Paid,Tablet,iOS,4,2.64,2,4825,523,8,28,3
2025-06-26,Spain,Organic,Tablet,iOS,3,1.54,3,6833,1180,26,96,24
2025-06-25,Germany,Direct,Mobile Web,Android,5,6.96,4,8552,1611,34,135,35
2024-01-21,United Kingdom,Organic,Desktop,Android,7,2.59,2,1645,330,6,23,6
2025-03-05,France,Organic,Desktop,Android,10,7.16,9,1968,395,3,35,6
2024-01-02,Spain,Paid,Tablet,Android,6,5.78,3,3781,320,3,21,4
2024-07-10,Italy,Organic,Mobile,Android,6,5.16,2,1860,256,2,11,0
2024-11-09,United Kingdom,Organic,Desktop,Android,12,8.1,12,1468,271,4,23,7
2024-09-14,Ireland,Social,Tablet,iOS,2,3.27,2,4984,241,0,10,2
2025-08-23,Ireland,CRM,Desktop,Android,3,4.57,2,5916,1340,32,101,29
2025-02-15,Germany,Direct,Mobile,Android,11,6.48,11,10114,2092,35,165,58
2025-08-01,Ireland,Social,Tablet,iOS,5,2.17,5,2478,141,2,1,1
2024-04-08,Spain,Social,Desktop,Android,6,5.25,3,6815,359,11,9,1
2025-10-01,Italy,Paid,Desktop,iOS,1,4.37,1,1934,181,3,14,3
2024-11-28,Germany,Referral,Desktop,iOS,5,4.71,2,2189,332,7,20,4
2024-12-31,United Kingdom,Paid,Mobile,Others,5,2.63,3,3739,316,6,15,4
2025-06-29,Italy,Paid,Desktop,Android,4,4.37,2,3543,366,4,17,5
2024-08-21,France,Organic,Mobile,iOS,2,3.61,2,7488,1330,18,98,23
2024-01-17,Italy,Organic,Mobile,Android,6,4.23,5,5044,742,8,36,2
2024-04-15,Ireland,Paid,Mobile,Android,8,3.78,2,7156,588,19,37,2
2024-08-24,Spain,Direct,Desktop,iOS,9,4.15,3,10907,2672,68,210,54
2024-07-28,Italy,Organic,Mobile,iOS,5,6.45,1,1411,208,10,11,1
2025-07-01,Italy,Paid,Mobile,Others,1,3.56,1,2828,200,6,8,0
2024-04-15,Ireland,Paid,Desktop,Android,9,3.95,2,5518,502,9,29,6
2025-03-27,Ireland,Paid,Desktop,Android,3,5.03,3,2408,219,2,8,1
2024-08-14,Ireland,Referral,Mobile,iOS,10,4.97,3,1434,133,1,6,0
2024-08-11,Ireland,Direct,Mobile Web,Android,8,6.0,4,1605,216,4,13,6
2024-02-07,France,Paid,Desktop,Android,3,3.0,1,5677,613,8,33,6
2025-08-24,France,Paid,Desktop,iOS,3,5.57,1,5483,525,9,23,5
2024-10-14,Italy,Referral,Desktop,Android,1,3.88,1,9472,1161,42,57,15
2025-04-05,Ireland,Direct,Mobile Web,iOS,7,3.81,5,1724,279,3,19,3
2024-12-14,Germany,Organic,Desktop,Android,7,8.23,1,4768,927,21,85,19
2024-05-01,Germany,Paid,Desktop,iOS,6,4.45,5,8626,1205,26,85,15
2025-09-04,United Kingdom,Referral,Desktop,Android,4,4.09,3,5026,718,3,49,11
2024-02-15,Spain,Social,Mobile Web,iOS,4,4.78,2,5428,260,7,6,1
2025-07-08,Italy,Organic,Tablet,Android,9,5.86,5,8385,1387,25,74,16
2024-01-07,Germany,Organic,Mobile,Others,7,5.29,6,4462,658,15,44,9
2025-02-25,Italy,Social,Tablet,iOS,8,4.19,4,8800,448,8,13,1
2024-03-31,France,Social,Mobile,iOS,9,2.1,2,8493,459,11,19,3
2024-08-22,Spain,Organic,Mobile,iOS,3,3.81,3,4771,638,14,45,8
2024-01-01,Spain,Direct,Desktop,iOS,3,9.5,2,7529,1909,26,161,53
2024-12-23,Italy,Direct,Desktop,iOS,6,5.95,6,3893,813,20,89,27
2025-07-23,France,Social,Desktop,Android,3,2.79,2,6089,380,8,20,1
2024-01-28,Ireland,Paid,Desktop,iOS,1,7.95,1,8473,959,14,52,10
2025-10-04,Ireland,Referral,Mobile,Android,8,3.85,2,7218,624,10,40,8
2024-10-08,Spain,Social,Tablet,iOS,2,4.22,1,1119,57,0,2,0
2024-06-09,Germany,Paid,Desktop,Android,7,4.92,2,1233,119,0,7,1
2024-02-16,Germany,Social,Mobile,iOS,6,1.37,6,6388,366,10,9,1
2024-07-19,Ireland,Social,Tablet,Android,3,3.05,1,3687,179,3,2,0
2024-05-15,Germany,Direct,Mobile,iOS,9,8.87,4,10303,2338,61,160,60
2024-03-03,France,Organic,Desktop,iOS,5,6.98,4,9998,1946,53,135,37
2024-08-19,Ireland,Direct,Mobile,Android,2,4.57,2,5914,1051,12,53,12
2024-02-02,Spain,Direct,Mobile,Android,4,7.58,2,10633,1727,18,114,20
2024-07-28,United Kingdom,Social,Mobile,iOS,7,3.66,6,2230,147,4,7,0
2024-11-02,France,Paid,Desktop,iOS,7,5.61,6,4343,525,10,28,5
2024-06-06,Ireland,Social,Desktop,iOS,3,4.69,2,10934,705,12,22,2
2024-06-11,Ireland,Paid,Mobile Web,Android,5,3.3,1,3302,233,12,8,0
2024-01-08,Italy,Social,Desktop,iOS,5,2.81,4,4872,278,2,14,2
2024-02-05,Germany,Social,Mobile,Others,3,1.2,2,7935,379,9,6,0
2025-03-06,Spain,Organic,Mobile,Android,7,5.6,2,4528,512,6,36,7
2024-06-10,United Kingdom,Organic,Desktop,Android,10,2.55,2,2666,472,7,50,17
2024-06-06,Germany,Paid,Mobile,Android,4,5.28,1,7413,615,7,42,3
2025-03-21,Italy,Paid,Mobile Web,iOS,3,5.44,1,6444,544,11,25,2
2024-09-29,Germany,Organic,Mobile,Others,4,2.9,2,1494,248,4,23,6
2025-07-22,Ireland,Organic,Desktop,iOS,7,5.13,5,4695,864,21,80,24
2025-08-28,Ireland,Social,Mobile,Android,6,2.43,5,7605,391,8,10,0
2025-04-08,Spain,Organic,Mobile Web,iOS,5,6.05,3,2458,361,5,22,3
2025-04-04,Germany,Organic,Mobile,Others,4,5.23,2,2378,341,3,19,3
2025-09-17,Italy,Paid,Tablet,iOS,5,4.76,2,6182,576,17,29,7
2024-11-19,Italy,Direct,Desktop,Android,6,8.56,3,8238,1620,18,131,34
2024-01-21,France,Direct,Mobile,Android,4,5.13,2,5707,944,9,86,18
2024-10-29,Germany,CRM,Mobile Web,Android,3,5.74,2,8333,1610,17,147,42
2025-04-21,Italy,Social,Mobile Web,Android,5,2.82,5,3744,190,4,2,0
2024-04-28,United Kingdom,Paid,Desktop,iOS,6,4.98,5,3320,446,5,31,10
2024-02-25,Ireland,Organic,Mobile Web,Android,11,2.87,3,3236,441,9,23,3
2024-04-25,Germany,Organic,Mobile,Android,5,6.29,5,1305,206,3,12,5
2025-02-08,Spain,Organic,Mobile Web,iOS,8,4.89,8,915,110,1,6,1
2024-05-18,Ireland,Paid,Mobile,Android,5,4.51,5,1358,86,2,2,0
2024-07-03,United Kingdom,Organic,Desktop,iOS,7,7.27,5,3275,889,30,80,29
2024-05-09,Spain,Organic,Mobile Web,Android,3,5.38,1,9116,1090,9,74,9
2025-06-04,Germany,Paid,Mobile,Others,3,2.96,1,5478,519,9,22,3
2024-03-16,Spain,CRM,Desktop,Android,6,4.1,5,5281,1070,19,96,26
2024-12-13,Germany,Direct,Mobile Web,Android,1,4.03,1,5601,1134,18,99,25
2024-04-05,Spain,Referral,Mobile Web,Android,3,1.35,3,10963,1051,14,50,2
2024-12-06,France,Organic,Desktop,Android,5,4.97,3,5107,838,15,57,8
2024-07-01,Spain,Direct,Desktop,iOS,7,3.06,2,2492,550,6,41,13
2025-05-17,United Kingdom,Organic,Desktop,Android,1,4.25,1,5692,1001,20,87,23
2024-08-13,Germany,Organic,Mobile,iOS,5,3.36,2,5506,1086,16,83,17
2024-04-01,Ireland,Organic,Tablet,iOS,3,4.15,3,7465,1112,30,75,18
2025-10-01,Spain,Paid,Mobile,Others,3,3.05,1,8353,675,12,27,3
2025-03-08,Italy,Referral,Mobile,Android,4,4.08,1,8670,816,17,41,7
2025-07-13,Ireland,Social,Desktop,Others,3,2.48,3,5254,327,5,16,3
2025-04-16,United Kingdom,Referral,Desktop,Others,2,3.76,2,8403,1013,16,60,17
2024-10-09,Germany,Social,Desktop,Android,7,3.09,6,7278,445,6,19,0
2024-02-03,France,Organic,Tablet,Android,8,7.49,1,9084,1307,20,96,18
2024-01-25,United Kingdom,CRM,Tablet,Android,5,4.61,1,3060,769,17,86,37
2024-03-26,Ireland,Paid,Tablet,iOS,5,4.62,1,6179,629,15,45,12
2025-10-14,France,Organic,Desktop,Others,2,7.53,1,3034,514,7,34,10
2024-03-25,Spain,CRM,Mobile Web,Android,4,2.19,1,5919,1178,12,61,18
2025-05-07,Ireland,Organic,Mobile,iOS,5,6.37,2,8678,1312,25,83,22
2025-07-05,United Kingdom,Referral,Mobile Web,Others,8,1.42,8,6314,629,15,34,10
2024-02-28,Ireland,Referral,Mobile,Android,2,3.44,2,5318,523,8,30,4
2024-06-02,Ireland,Paid,Mobile Web,iOS,9,3.77,1,2854,252,1,15,2
2025-01-23,France,Organic,Desktop,Android,8,4.36,6,8079,1437,32,107,25
2025-05-31,Ireland,Organic,Mobile,Android,4,5.96,1,7851,1218,30,72,9
2024-10-26,Ireland,Paid,Mobile,Others,7,3.33,3,11097,754,15,34,4
2024-03-28,France,Referral,Mobile,Android,7,3.68,2,8983,874,24,55,6
2025-09-06,Spain,Paid,Mobile,Android,4,2.48,2,8188,596,11,33,1
2024-10-21,Ireland,Paid,Mobile,Android,4,2.91,4,7579,636,14,35,6
2024-06-03,Italy,Direct,Mobile,Android,4,3.55,1,4293,779,22,49,12
2025-05-28,Germany,Organic,Tablet,iOS,12,9.1,5,9526,2079,35,216,53
2024-11-17,Spain,Organic,Mobile,Android,5,2.6,1,7464,1117,30,61,6
2024-02-11,Italy,Social,Mobile,iOS,2,4.88,2,5312,219,5,11,1
2025-04-23,Spain,Organic,Mobile,iOS,7,6.53,4,9280,1307,45,109,17
2025-09-05,United Kingdom,Paid,Mobile,Android,8,7.37,1,3959,419,5,27,4
2024-09-24,United Kingdom,Referral,Mobile Web,iOS,4,5.0,1,4598,521,14,46,12
2024-12-19,Germany,Paid,Desktop,iOS,7,5.89,4,11070,1150,16,89,19
2024-03-31,Ireland,Paid,Mobile,Android,8,2.66,6,8580,689,18,22,0
2025-06-26,France,Organic,Mobile,Android,4,5.89,3,3823,576,6,41,8
2025-01-21,Germany,CRM,Desktop,Android,9,6.73,7,7303,1869,37,233,68
2024-08-29,Spain,Organic,Desktop,Android,5,6.87,1,5650,1019,19,97,20
2024-10-02,Italy,Social,Mobile,Android,7,4.06,2,4732,178,3,4,0
2024-11-25,Spain,Social,Mobile,Android,6,1.85,2,8750,424,7,9,0
2024-02-20,France,Paid,Desktop,Android,3,3.62,3,6147,579,11,40,9
2024-06-23,France,Organic,Tablet,iOS,3,8.94,2,2457,435,6,33,9
2024-02-12,Spain,Referral,Mobile,iOS,3,2.26,2,3342,346,5,11,3
2025-10-02,Spain,Paid,Mobile,Others,5,2.52,1,5973,443,7,16,1
2025-02-20,Italy,Organic,Desktop,Android,4,3.95,1,3866,601,9,30,5
